Station,Year,Month,Day,Hour,Temperature (°C),Wet Bulb Temperature (°C),Dew Point Temperature (°C),RH (%),Scalar Mean Wind Direction (°),Scalar Mean Wind Speed (m/s),SLP (hPa)
S44,2014,5,5,7,26.5,—,25.3,93.2,33,0.8,—
S44,2014,5,5,8,27.2,—,25.6,91.2,3,0.8,—
S44,2014,5,5,9,29.4,—,24.6,75,355,0.9,—
S44,2014,5,5,10,30.6,—,24.8,71.2,65,1.2,—
S44,2014,5,5,11,32,—,24.2,63.5,45,1.4,—
S44,2014,5,5,12,32.5,—,23.2,58.1,27,1.3,—
S44,2014,5,5,13,32.7,—,23.9,59.9,2,1.1,—
S44,2014,5,5,14,32.5,—,24.1,61.4,211,1.3,—
S44,2014,5,5,15,31.2,—,22.8,61,215,1.5,—
S44,2014,5,5,16,29.3,—,24.4,75,283,1.3,—
S44,2014,5,5,17,29.8,—,24.1,71.3,148,1.1,—
S44,2014,5,5,18,27.4,—,24.7,85.4,322,1.9,—
S44,2014,5,5,19,26.8,—,24.1,84.8,360,2.1,—
S44,2014,5,5,20,27,—,25,88.9,44,1.7,—
S44,2014,5,5,21,27.8,—,24.3,81.1,45,1.8,—
S44,2014,5,5,22,26.8,—,23.6,82.3,55,1.6,—
S44,2014,5,5,23,26.9,—,23.7,82.6,51,1.3,—
S44,2014,5,5,24,27.3,—,24.6,85.5,72,0.8,—
S44,2014,5,6,1,26.5,—,25,91.4,32,2.2,—
S44,2014,5,6,2,26.6,—,25.6,94.2,37,1.6,—
S44,2014,5,6,3,26.8,—,25.7,93.6,37,1.6,—
S44,2014,5,6,4,26,—,25.4,96.5,20,1.9,—
S44,2014,5,6,5,25.9,—,25.3,96.8,25,1.9,—
S44,2014,5,6,6,26.1,—,25.5,96.8,33,2,—
S44,2014,5,6,7,26.5,—,26,97.1,27,1.8,—
S44,2014,5,6,8,27.6,—,25.7,89.7,9,1.3,—
S44,2014,5,6,9,29.2,—,26.1,83.3,48,0.8,—
S44,2014,5,6,10,30.5,—,25.2,73.5,42,1.1,—
S44,2014,5,6,11,32,—,23.3,60.3,70,1.5,—
S44,2014,5,6,12,33.4,—,23.3,55.8,84,1.5,—
S44,2014,5,6,13,31.3,—,25,69.6,227,1.1,—
S44,2014,5,6,14,27.9,—,22.8,73.9,187,1.8,—
S44,2014,5,6,15,31.6,—,24.8,67.3,224,0.9,—
S44,2014,5,6,16,32.6,—,21.7,52.8,125,1.2,—
S44,2014,5,6,17,31.1,—,21,55,129,1.9,—
S44,2014,5,6,18,30,—,23.5,68.4,126,2.2,—
S44,2014,5,6,19,29.5,—,24.1,72.8,131,1.7,—
S44,2014,5,6,20,29.3,—,24.7,76.2,131,1.5,—
S44,2014,5,6,21,29,—,24.9,78.5,63,1,—
S44,2014,5,6,22,28.5,—,24.9,80.7,62,1,—
S44,2014,5,6,23,28.3,—,25.1,82.5,45,0.9,—
S44,2014,5,6,24,28.2,—,24.9,82.3,50,0.9,—
S44,2014,5,7,1,27.8,—,25,84.7,50,1.1,—
S44,2014,5,7,2,27.3,—,25,87.1,21,2,—
S44,2014,5,7,3,27.4,—,24.8,85.7,13,1.7,—
S44,2014,5,7,4,26.9,—,25.2,90.3,12,1.6,—
S44,2014,5,7,5,26.6,—,25.1,91.4,9,1.6,—
S44,2014,5,7,6,26.5,—,25.1,91.8,359,1.4,—
S44,2014,5,7,7,26.5,—,25.3,92.9,346,1.2,—
S44,2014,5,7,8,27.2,—,25.6,91.1,342,1.1,—
S44,2014,5,7,9,29.2,—,24.8,77.1,350,1.2,—
S44,2014,5,7,10,30.2,—,24.8,73.3,350,1.4,—
S44,2014,5,7,11,32.5,—,23.4,58.9,356,0.9,—
S44,2014,5,7,12,32.6,—,21.6,52.4,333,1.4,—
S44,2014,5,7,13,32.4,—,21.5,52.7,325,1.3,—
S44,2014,5,7,14,32.5,—,22.8,56.6,282,1.2,—
S44,2014,5,7,15,30.5,—,24.2,69.2,204,1.4,—
S44,2014,5,7,16,23.6,—,23.3,98.3,6,2.4,—
S44,2014,5,7,17,24.8,—,24.3,97.1,329,2.4,—
S44,2014,5,7,18,25.1,—,24.8,97.8,359,1.6,—
S44,2014,5,7,19,25.4,—,24.4,94.1,4,1.7,—
S44,2014,5,7,20,25.5,—,24.4,93.4,360,1.6,—
S44,2014,5,7,21,25.5,—,24.5,94.2,20,2.3,—
S44,2014,5,7,22,25.6,—,24.7,94.9,32,2.2,—
S44,2014,5,7,23,25,—,24.4,96.3,12,1.9,—
S44,2014,5,7,24,24.9,—,24.4,97.2,11,1.7,—
S44,2014,5,8,1,24.7,—,24.2,97.3,6,1.1,—
S44,2014,5,8,2,24.4,—,23.8,96.1,17,1.8,—
S44,2014,5,8,3,24.3,—,23.4,94.8,18,2.2,—
S44,2014,5,8,4,24.3,—,23.7,96.3,32,1.3,—
S44,2014,5,8,5,24.8,—,23.8,94.2,67,0.9,—
S44,2014,5,8,6,25.1,—,23.5,91,136,0.6,—
S44,2014,5,8,7,25.7,—,23.3,87,173,0.6,—
S44,2014,5,8,8,25.9,—,24.1,90,286,1.3,—
S44,2014,5,8,9,26.9,—,24.7,88,315,1.6,—
S44,2014,5,8,10,28.8,—,23.8,74.1,304,0.9,—
S44,2014,5,8,11,29.6,—,23.8,71.2,247,1,—
S44,2014,5,8,12,29.5,—,24.3,73.7,274,1.2,—
S44,2014,5,8,13,27.5,—,23.9,80.6,274,1.2,—
S44,2014,5,8,14,29,—,23.6,72.9,229,0.7,—
S44,2014,5,8,15,30.6,—,24.1,68.4,258,1.4,—
S44,2014,5,8,16,29.9,—,23.6,69.2,249,1.5,—
S44,2014,5,8,17,25.7,—,23.8,89,30,2.7,—
S44,2014,5,8,18,25.6,—,24.3,92.4,341,1.4,—
S44,2014,5,8,19,26.7,—,23.9,85,0,0.8,—
S44,2014,5,8,20,25.9,—,24.3,90.5,27,1.6,—
S44,2014,5,8,21,26.8,—,23.6,82.6,29,1.5,—
S44,2014,5,8,22,27.2,—,24,83.1,93,1,—
S44,2014,5,8,23,26.6,—,24,85.3,32,0.9,—
S44,2014,5,8,24,26.3,—,24.9,92.2,47,1.2,—
S44,2014,5,9,1,26.8,—,24.5,87.4,26,0.9,—
S44,2014,5,9,2,26.1,—,25.4,95.6,315,1.6,—
S44,2014,5,9,3,26.4,—,25.1,92.6,302,0.9,—
S44,2014,5,9,4,26.9,—,25.2,90.7,301,1.4,—
S44,2014,5,9,5,26,—,25.2,95.4,308,2.1,—
S44,2014,5,9,6,26.3,—,25,92.7,304,2,—
S44,2014,5,9,7,25.8,—,24.9,95.2,334,1.4,—
S44,2014,5,9,8,26.5,—,25.4,93.6,352,1.4,—
S44,2014,5,9,9,27,—,25.9,94.1,22,1.1,—
S44,2014,5,9,10,26.9,—,26,94.9,17,1.3,—
S44,2014,5,9,11,27.6,—,26.4,93,348,1,—
S44,2014,5,9,12,28.2,—,26.5,90.6,340,0.7,—
S44,2014,5,9,13,25.2,—,24.7,97.2,354,2,—
S44,2014,5,9,14,27.4,—,25.5,89.4,323,1.6,—
S44,2014,5,9,15,29.9,—,25.7,78.1,233,0.7,—
S44,2014,5,9,16,30.3,—,25.5,75.5,305,1.4,—
S44,2014,5,9,17,27.9,—,24.6,82,240,1.1,—
S44,2014,5,9,18,29,—,25,79,199,1,—
S44,2014,5,9,19,28.4,—,25.2,82.6,107,1.6,—
S44,2014,5,9,20,28.9,—,24.1,75.8,76,1.4,—
S44,2014,5,9,21,28.8,—,24.9,79.2,125,2.1,—
S44,2014,5,9,22,28.8,—,24.7,78.6,114,1.4,—
S44,2014,5,9,23,28.3,—,24.9,82.1,105,1.6,—
S44,2014,5,9,24,27.9,—,25.1,84.9,77,1,—
S44,2014,5,10,1,27.8,—,24.7,83.2,57,1.1,—
S44,2014,5,10,2,27.9,—,24.4,81.4,85,1,—
S44,2014,5,10,3,28.1,—,24.7,82,98,0.8,—
S44,2014,5,10,4,26.8,—,25.4,91.8,65,1.3,—
S44,2014,5,10,5,26.8,—,25,89.9,34,0.9,—
S44,2014,5,10,6,26.5,—,25.8,96,34,1.2,—
S44,2014,5,10,7,26.8,—,25.6,92.8,55,0.6,—
S44,2014,5,10,8,27.5,—,26,91.5,37,1,—
S44,2014,5,10,9,29.1,—,26.7,86.8,43,0.9,—
S44,2014,5,10,10,30.3,—,25.3,74.7,52,1.1,—
S44,2014,5,10,11,31.3,—,25.4,70.8,119,1,—
S44,2014,5,10,12,31,—,24.6,68.6,293,1.4,—
S44,2014,5,10,13,30.4,—,24.5,70.7,280,1.6,—
S44,2014,5,10,14,31.6,—,23.1,60.5,275,1.7,—
S44,2014,5,10,15,32.8,—,22.7,55.4,151,1.7,—
S44,2014,5,10,16,31.8,—,21.8,55.7,135,1.5,—
S44,2014,5,10,17,30.9,—,23.3,63.9,177,1.3,—
S44,2014,5,10,18,30.7,—,22.5,61.8,185,1.4,—
S44,2014,5,10,19,29.4,—,24.1,73.2,216,1.7,—
S44,2014,5,10,20,28.9,—,24.9,78.9,219,1,—
S44,2014,5,10,21,28.9,—,25.2,80.4,233,0.9,—
S44,2014,5,10,22,27.7,—,26.1,90.8,279,1.4,—
S44,2014,5,10,23,27.6,—,25.6,88.7,314,2.3,—
S44,2014,5,10,24,26.9,—,25.5,91.9,8,1,—
S44,2014,5,11,1,26.7,—,25.4,92.8,1,1.1,—
S44,2014,5,11,2,26.6,—,25.4,93,19,1.4,—
S44,2014,5,11,3,26.3,—,25.3,94,14,1.2,—
S44,2014,5,11,4,26.1,—,25.3,95.2,34,1.4,—
S44,2014,5,11,5,26.6,—,25.3,92.8,47,1.4,—
S44,2014,5,11,6,26.4,—,25.4,94.4,18,1.7,—
S44,2014,5,11,7,26.2,—,25,93.1,13,1.7,—
S44,2014,5,11,8,27,—,25,89.2,4,1.4,—
S44,2014,5,11,9,28.6,—,25.6,83.4,20,1.5,—
S44,2014,5,11,10,30.9,—,24.3,68,56,0.8,—
S44,2014,5,11,11,30.1,—,24.5,72.1,234,1.1,—
S44,2014,5,11,12,30.8,—,24.3,68.4,223,1.7,—
S44,2014,5,11,13,31.4,—,22.5,59.1,222,1.5,—
S44,2014,5,11,14,32.9,—,19.5,45.4,212,1.5,—
S44,2014,5,11,15,31,—,22.3,59.8,208,2.3,—
S44,2014,5,11,16,30.2,—,23.2,66,217,2.4,—
S44,2014,5,11,17,26.9,—,24.3,85.6,41,1.9,—
S44,2014,5,11,18,27.4,—,24.7,85.6,29,1.9,—
S44,2014,5,11,19,25.8,—,25,95.5,336,1.8,—
S44,2014,5,11,20,25.8,—,24.7,93.6,26,1.8,—
S44,2014,5,11,21,25.6,—,24.2,92.1,22,2.1,—
S44,2014,5,11,22,25.5,—,24.6,95,346,2,—
S44,2014,5,11,23,25.8,—,24.3,91.1,360,1.3,—
S44,2014,5,11,24,26.5,—,23.5,83.8,15,1.3,—
S44,2014,5,12,1,26.8,—,23.4,81.9,34,1.2,—
S44,2014,5,12,2,26.1,—,24.7,91.9,6,1.2,—
S44,2014,5,12,3,26.2,—,24.7,91.4,332,1.1,—
S44,2014,5,12,4,26,—,24.2,89.9,28,1.6,—
S44,2014,5,12,5,25.9,—,24.5,91.5,31,1.4,—
S44,2014,5,12,6,25.6,—,24.5,93.3,5,1.2,—
S44,2014,5,12,7,25.4,—,24.4,94.6,8,1.6,—
S44,2014,5,12,8,26.3,—,24.4,89.4,22,1.7,—
S44,2014,5,12,9,28.9,—,25.2,80.5,348,1,—
S44,2014,5,12,10,29.8,—,26.2,81.2,327,0.8,—
S44,2014,5,12,11,27.5,—,23.8,80.1,235,1.9,—
S44,2014,5,12,12,28.7,—,23.7,74.2,235,1.5,—
S44,2014,5,12,13,29.5,—,23.2,68.9,166,1.8,—
S44,2014,5,12,14,29,—,22.8,69.3,188,1.3,—
S44,2014,5,12,15,29.1,—,22.2,66.7,176,1,—
S44,2014,5,12,16,29.8,—,21.6,61.6,123,1.5,—
S44,2014,5,12,17,29.8,—,22,62.8,143,1.1,—
S44,2014,5,12,18,29.5,—,21,60.2,114,1.3,—
S44,2014,5,12,19,28.7,—,22.1,67.4,119,1.9,—
S44,2014,5,12,20,28.3,—,22.8,72.2,121,1.4,—
S44,2014,5,12,21,28.1,—,22.8,72.9,17,0.4,—
S44,2014,5,12,22,28.1,—,23.4,75.6,175,0.4,—
S44,2014,5,12,23,27.7,—,23.6,78.4,52,0.8,—
S44,2014,5,12,24,27,—,23.8,82.8,338,1.1,—
S44,2014,5,13,1,26.6,—,24.9,90.4,340,1.1,—
S44,2014,5,13,2,25.7,—,25.2,96.6,336,1.4,—
S44,2014,5,13,3,25.8,—,25.3,97,321,1.8,—
S44,2014,5,13,4,25.8,—,24.6,93.1,328,1.3,—
S44,2014,5,13,5,25.3,—,24.7,96.8,4,1.4,—
S44,2014,5,13,6,25.4,—,24.8,96.2,353,0.9,—
S44,2014,5,13,7,25,—,24.6,97.7,347,1.5,—
S44,2014,5,13,8,25.4,—,24.5,95.2,312,2.4,—
S44,2014,5,13,9,27,—,24.8,87.6,319,1.9,—
S44,2014,5,13,10,28.9,—,25.5,81.9,319,1.8,—
S44,2014,5,13,11,29.9,—,24.1,71.2,308,2,—
S44,2014,5,13,12,31.5,—,23.4,62.2,263,1.3,—
S44,2014,5,13,13,31.7,—,21.3,54.3,281,2,—
S44,2014,5,13,14,31.8,—,23.4,61.1,268,1.9,—
S44,2014,5,13,15,32.1,—,20.5,50.4,275,1.9,—
S44,2014,5,13,16,32.4,—,21.1,51.6,267,1.8,—
S44,2014,5,13,17,30.7,—,22.7,62.4,278,1.8,—
S44,2014,5,13,18,31.3,—,23.4,63.2,270,1.1,—
S44,2014,5,13,19,29.7,—,24,71.5,283,0.9,—
S44,2014,5,13,20,29.4,—,24,73,288,1,—
S44,2014,5,13,21,29.1,—,24.2,75.1,278,0.7,—
S44,2014,5,13,22,28.6,—,24.4,77.8,307,1.8,—
S44,2014,5,13,23,28.8,—,23.8,74.5,300,1.5,—
S44,2014,5,13,24,28.5,—,24.2,77.5,292,1.1,—
S44,2014,5,14,1,28.4,—,24.2,77.7,330,1.1,—
S44,2014,5,14,2,28.2,—,24.2,79.1,25,0.7,—
S44,2014,5,14,3,28.1,—,23.9,78.3,28,0.9,—
S44,2014,5,14,4,27.5,—,24.3,82.3,25,0.9,—
S44,2014,5,14,5,27,—,25.3,90.3,356,0.8,—
S44,2014,5,14,6,26.9,—,24.8,88.3,345,0.8,—
S44,2014,5,14,7,26.8,—,25.3,91.8,335,1.1,—
S44,2014,5,14,8,25.7,—,23.9,89.8,292,1.6,—
S44,2014,5,14,9,24.1,—,23.8,98.5,213,2.5,—
S44,2014,5,14,10,24.9,—,24.6,98.3,223,1.2,—
S44,2014,5,14,11,27,—,25.6,91.7,256,1.3,—
S44,2014,5,14,12,27.4,—,24.3,83.1,240,1.8,—
S44,2014,5,14,13,27.2,—,23.8,81.8,238,2.5,—
S44,2014,5,14,14,29.6,—,24,71.8,225,2.8,—
S44,2014,5,14,15,29.1,—,22.5,67.6,226,2.8,—
S44,2014,5,14,16,29.2,—,21.9,64.8,231,2.8,—
S44,2014,5,14,17,29.4,—,23.4,70.3,256,2,—
S44,2014,5,14,18,28.2,—,23.3,74.8,260,1.6,—
S44,2014,5,14,19,27.7,—,23.7,78.9,245,1.5,—
S44,2014,5,14,20,27.5,—,23.9,80.8,237,1.2,—
S44,2014,5,14,21,27.6,—,24,81,238,1.2,—
S44,2014,5,14,22,27.7,—,24.3,81.9,249,1,—
S44,2014,5,14,23,27.6,—,24.5,83.2,221,1,—
S44,2014,5,14,24,27.7,—,24.7,83.7,191,0.7,—
S44,2014,5,15,1,26.8,—,24.9,89.5,285,1.1,—
S44,2014,5,15,2,26.5,—,24.8,90.4,305,1.5,—
S44,2014,5,15,3,26.6,—,24.1,86.1,316,1.8,—
S44,2014,5,15,4,26.4,—,24.6,90,327,1.3,—
S44,2014,5,15,5,26.5,—,24.4,88,335,1.1,—
S44,2014,5,15,6,26.6,—,24.4,87.8,156,0.4,—
S44,2014,5,15,7,26.7,—,24.3,87,354,1,—
S44,2014,5,15,8,26.9,—,24.3,85.9,347,1.2,—
S44,2014,5,15,9,26.7,—,25,90.5,286,1.1,—
S44,2014,5,15,10,28.5,—,24.6,79.5,282,1.2,—
S44,2014,5,15,11,29.3,—,23.7,72.1,213,1.9,—
S44,2014,5,15,12,30.5,—,22.9,63.9,206,2.4,—
S44,2014,5,15,13,30.7,—,22.5,61.8,216,2.4,—
S44,2014,5,15,14,31.1,—,22.7,60.7,218,2.1,—
S44,2014,5,15,15,32.3,—,21.9,54.2,242,2.1,—
S44,2014,5,15,16,32.1,—,22.7,57.7,236,2.1,—
S44,2014,5,15,17,31.8,—,19.3,47.5,256,1.4,—
S44,2014,5,15,18,30.6,—,20.2,54,248,1.3,—
S44,2014,5,15,19,30.3,—,21.2,58.4,220,1.3,—
S44,2014,5,15,20,30.1,—,21.9,61.7,187,0.6,—
S44,2014,5,15,21,29.6,—,23.2,68.8,134,1.2,—
S44,2014,5,15,22,29.6,—,21.9,63.5,128,1.8,—
S44,2014,5,15,23,29.4,—,22.7,67,151,1.1,—
S44,2014,5,15,24,29,—,23.8,73.6,141,1.1,—
S44,2014,5,16,1,28.7,—,24.2,76.7,123,1.7,—
S44,2014,5,16,2,28.4,—,24.4,78.6,122,0.9,—
S44,2014,5,16,3,28.2,—,24.4,80,123,0.7,—
S44,2014,5,16,4,28.5,—,24.3,78,154,0.8,—
S44,2014,5,16,5,28.4,—,24.3,78.7,139,0.6,—
S44,2014,5,16,6,28.4,—,24.4,79.1,132,0.7,—
S44,2014,5,16,7,28.5,—,24.7,80.1,166,0.6,—
S44,2014,5,16,8,27.3,—,25.2,88.4,125,1.3,—
S44,2014,5,16,9,23.6,—,23.3,98.3,314,4.3,—
S44,2014,5,16,10,23.4,—,23.2,98.8,223,1.7,—
S44,2014,5,16,11,24.2,—,24,99,204,0.8,—
S44,2014,5,16,12,26.5,—,24.7,89.6,229,1.1,—
S44,2014,5,16,13,28.3,—,25.2,83.4,235,1.3,—
S44,2014,5,16,14,28.9,—,24.8,78.6,264,1.4,—
S44,2014,5,16,15,30.4,—,25.2,74.1,240,1.8,—
S44,2014,5,16,16,30.7,—,24.4,69.3,253,1.7,—
S44,2014,5,16,17,30.5,—,24.7,71.3,267,1.2,—
S44,2014,5,16,18,29.7,—,24.4,73.2,268,1.2,—
S44,2014,5,16,19,28.9,—,24.7,77.8,193,1.1,—
S44,2014,5,16,20,28.6,—,25.2,81.7,123,1.3,—
S44,2014,5,16,21,28.6,—,24.5,78.7,118,1.5,—
S44,2014,5,16,22,28.4,—,24.7,80.1,150,1.2,—
S44,2014,5,16,23,28.3,—,24.6,80.3,67,0.5,—
S44,2014,5,16,24,28.2,—,25.4,84.9,140,0.6,—
S44,2014,5,17,1,28.3,—,25,82.1,126,1,—
S44,2014,5,17,2,27.5,—,24.7,85,24,1,—
S44,2014,5,17,3,28,—,24.8,82.7,111,1,—
S44,2014,5,17,4,27.6,—,24.7,84.3,158,0.6,—
S44,2014,5,17,5,27.3,—,24.5,84.9,356,0.6,—
S44,2014,5,17,6,27.4,—,25.2,87.8,155,0.9,—
S44,2014,5,17,7,27.3,—,23.1,78.2,191,1.1,—
S44,2014,5,17,8,24.8,—,24.4,97.7,211,2.2,—
S44,2014,5,17,9,25.2,—,25,98.9,202,2.1,—
S44,2014,5,17,10,26.2,—,24.9,92.5,217,3,—
S44,2014,5,17,11,26.5,—,24.7,89.9,223,2.6,—
S44,2014,5,17,12,28.2,—,24.4,80.1,234,1.8,—
S44,2014,5,17,13,29.8,—,23.6,69.5,244,1.3,—
S44,2014,5,17,14,28.7,—,24.1,76,229,1.8,—
S44,2014,5,17,15,29.7,—,23.9,70.8,223,2,—
S44,2014,5,17,16,29.7,—,23.3,68.6,221,1.9,—
S44,2014,5,17,17,31.2,—,22.3,59.1,242,1.6,—
S44,2014,5,17,18,30.2,—,22.5,63.3,284,1.3,—
S44,2014,5,17,19,28.9,—,23.4,72.2,269,0.9,—
S44,2014,5,17,20,28.2,—,23.4,75.5,263,1,—
S44,2014,5,17,21,27.4,—,23.6,79.9,315,2.2,—
S44,2014,5,17,22,27.3,—,23.8,81,316,2.4,—
S44,2014,5,17,23,27.3,—,23.8,81.3,305,1.6,—
S44,2014,5,17,24,27.4,—,24,81.8,294,1.3,—
S44,2014,5,18,1,27.7,—,24.4,82,250,0.7,—
S44,2014,5,18,2,27.8,—,24.5,82,214,1,—
S44,2014,5,18,3,28.1,—,24.6,81.5,177,1.2,—
S44,2014,5,18,4,28.1,—,24.5,80.7,190,1,—
S44,2014,5,18,5,27.8,—,24.6,82.8,171,0.6,—
S44,2014,5,18,6,28.1,—,24.1,79.3,198,1.5,—
S44,2014,5,18,7,26.2,—,25.3,94.5,275,1.3,—
S44,2014,5,18,8,26,—,25,94.2,343,1.4,—
S44,2014,5,18,9,25.2,—,24.9,98.1,73,2.5,—
S44,2014,5,18,10,25.7,—,25.4,98.6,193,1.7,—
S44,2014,5,18,11,25.7,—,25.1,96.8,217,1.8,—
S44,2014,5,18,12,23.4,—,23.2,98.7,287,3.2,—
S44,2014,5,18,13,24.6,—,24.3,98.4,277,1.3,—
S44,2014,5,18,14,24.5,—,24.3,98.8,351,0.8,—
S44,2014,5,18,15,24.7,—,24.5,98.9,1,1.2,—
S44,2014,5,18,16,23.9,—,23.7,98.3,341,1.8,—
S44,2014,5,18,17,24.2,—,23.8,97.3,344,0.4,—
S44,2014,5,18,18,24.9,—,23.7,92.8,328,0.9,—
S44,2014,5,18,19,24.7,—,23.9,95.3,318,2.1,—
S44,2014,5,18,20,25.4,—,23.7,90.3,324,1.7,—
S44,2014,5,18,21,25.3,—,23.7,90.5,342,1,—
S44,2014,5,18,22,25.5,—,23.7,89.8,344,1.3,—
S44,2014,5,18,23,25.6,—,23.4,87.7,355,1.3,—
S44,2014,5,18,24,25.3,—,24.3,93.8,2,1,—
S44,2014,5,19,1,25.5,—,24.4,93.7,352,0.9,—
S44,2014,5,19,2,25.7,—,24.7,94,326,0.9,—
S44,2014,5,19,3,25.9,—,24.9,94.2,296,1.5,—
S44,2014,5,19,4,26,—,25.1,94.4,298,1.8,—
S44,2014,5,19,5,25.2,—,24.7,97,306,2.3,—
S44,2014,5,19,6,25.3,—,23.6,90.5,263,2.4,—
S44,2014,5,19,7,25.4,—,24.1,92.5,219,1.9,—
S44,2014,5,19,8,26.2,—,23.5,85.3,229,1.7,—
S44,2014,5,19,9,27.1,—,25.1,88.9,207,1.9,—
S44,2014,5,19,10,27.1,—,24.4,85.4,163,1.4,—
S44,2014,5,19,11,27.8,—,23.7,78.3,171,1,—
S44,2014,5,19,12,27.5,—,23.8,80.8,142,1.3,—
S44,2014,5,19,13,28.2,—,24.4,80.1,130,2.3,—
S44,2014,5,19,14,29,—,24.3,75.9,149,1.1,—
S44,2014,5,19,15,29.4,—,23.9,72.3,215,1.3,—
S44,2014,5,19,16,29.3,—,24.1,73.5,222,1.5,—
S44,2014,5,19,17,29.9,—,24.6,73.1,223,1.8,—
S44,2014,5,19,18,30,—,24.1,70.5,220,1.5,—
S44,2014,5,19,19,28.8,—,24.3,76.5,134,0.9,—
S44,2014,5,19,20,28.2,—,24.2,79,138,0.9,—
S44,2014,5,19,21,28,—,23.8,78,136,1.3,—
S44,2014,5,19,22,24.3,—,22.1,87.6,75,2.3,—
S44,2014,5,19,23,21.8,—,21.7,98.8,10,3.1,—
S44,2014,5,19,24,22.7,—,22.5,98.9,64,1.8,—
S44,2014,5,20,1,24.3,—,22.4,89.2,106,1.7,—
S44,2014,5,20,2,24.3,—,22.3,88.7,123,1,—
S44,2014,5,20,3,24.4,—,21.8,85.4,152,0.7,—
S44,2014,5,20,4,25.3,—,22.8,86,209,1.8,—
S44,2014,5,20,5,25.7,—,22.5,82.2,169,1,—
S44,2014,5,20,6,26.1,—,22.7,81.6,150,0.6,—
S44,2014,5,20,7,24.1,—,23.1,94,39,1.4,—
S44,2014,5,20,8,25.2,—,22.7,86.1,30,1.1,—
S44,2014,5,20,9,25.1,—,23.8,92.5,249,0.8,—
S44,2014,5,20,10,25.9,—,24.8,93.5,324,1.5,—
S44,2014,5,20,11,29.5,—,24.3,73.4,327,0.8,—
S44,2014,5,20,12,30.7,—,21.7,58.6,227,1,—
S44,2014,5,20,13,31,—,21.9,58.7,223,1.3,—
S44,2014,5,20,14,32.4,—,22,54.6,246,1.5,—
S44,2014,5,20,15,32.2,—,22,54.9,227,1.4,—
S44,2014,5,20,16,31.7,—,21.3,54,223,1.4,—
S44,2014,5,20,17,32,—,21.9,55.1,214,1.3,—
S44,2014,5,20,18,30.6,—,22,60.4,198,1,—
S44,2014,5,20,19,29,—,24.3,75.6,122,1.5,—
S44,2014,5,20,20,27.4,—,22.7,75.2,37,1.5,—
S44,2014,5,20,21,27.1,—,23.4,80.2,27,1.9,—
S44,2014,5,20,22,26.1,—,23.3,84.4,7,1.6,—
S44,2014,5,20,23,25.6,—,24.9,95.7,251,1,—
S44,2014,5,20,24,26,—,25.2,95.4,292,0.5,—
S44,2014,5,21,1,26.3,—,24.4,89.3,166,0.4,—
S44,2014,5,21,2,26.2,—,24.7,91.6,54,0.6,—
S44,2014,5,21,3,26,—,24.1,89.3,357,1,—
S44,2014,5,21,4,26.1,—,25.4,96,314,1.4,—
S44,2014,5,21,5,25.5,—,25.2,98,329,1.3,—
S44,2014,5,21,6,25.2,—,25,98.6,328,1.7,—
S44,2014,5,21,7,25.3,—,25,98.5,328,1.6,—
S44,2014,5,21,8,25.7,—,23.8,89,317,2.7,—
S44,2014,5,21,9,26.3,—,24.9,92.4,320,2,—
S44,2014,5,21,10,27.6,—,25,85.6,322,1.7,—
S44,2014,5,21,11,29.9,—,24.3,72.3,327,1.1,—
S44,2014,5,21,12,31,—,23.7,65.3,330,1.3,—
S44,2014,5,21,13,31.9,—,22.9,59,300,1.6,—
S44,2014,5,21,14,32.3,—,23.7,60.8,265,1.6,—
S44,2014,5,21,15,31.4,—,23.9,64.7,255,1.7,—
S44,2014,5,21,16,31,—,22.3,59.7,244,1.6,—
S44,2014,5,21,17,30.3,—,23.1,65.2,213,1.2,—
S44,2014,5,21,18,28.6,—,23.5,74.1,78,1.4,—
S44,2014,5,21,19,28.1,—,23.9,77.9,95,1.3,—
S44,2014,5,21,20,26.5,—,23.4,83.2,36,1.8,—
S44,2014,5,21,21,26.3,—,23,81.8,21,1.6,—
S44,2014,5,21,22,27.2,—,23.8,81.8,73,0.9,—
S44,2014,5,21,23,26.6,—,24.3,87.2,43,1.4,—
S44,2014,5,21,24,26.3,—,24.5,89.9,26,1.5,—
S44,2014,5,22,1,25.8,—,24.6,93.3,19,1.7,—
S44,2014,5,22,2,26,—,24.7,92.5,29,1.4,—
S44,2014,5,22,3,25.6,—,24.6,94.3,31,1.7,—
S44,2014,5,22,4,25.7,—,24.9,95.1,43,1.1,—
S44,2014,5,22,5,25.7,—,24.6,93.9,30,1.4,—
S44,2014,5,22,6,25.4,—,24.7,95.9,28,2,—
S44,2014,5,22,7,25.5,—,24.6,95.1,7,1.4,—
S44,2014,5,22,8,26.3,—,25.1,92.9,345,1.1,—
S44,2014,5,22,9,28.6,—,25.1,81.5,32,0.9,—
S44,2014,5,22,10,30.1,—,24.6,72.5,176,0.9,—
S44,2014,5,22,11,30.8,—,22.1,59.8,207,1.8,—
S44,2014,5,22,12,31.7,—,20.6,51.9,211,2.2,—
S44,2014,5,22,13,30.7,—,22.2,60.7,211,2.7,—
S44,2014,5,22,14,30.9,—,23.5,64.6,211,2.7,—
S44,2014,5,22,15,31.6,—,23.2,60.9,203,2.4,—
S44,2014,5,22,16,30.7,—,20.6,55.1,191,1.8,—
